tconst,nconst,category,characters,name,primaryTitle
tt1192628,nm0000547,actor,"[""Roadkill""]",Alfred Molina,Rango
tt1192628,nm0935653,actor,"[""Bad Bill""]",Ray Winstone,Rango
tt1194173,nm0719637,actor,"[""Aaron Cross""]",Jeremy Renner,The Bourne Legacy
tt1194173,nm0001838,actress,"[""Dr. Marta Shearing""]",Rachel Weisz,The Bourne Legacy
tt1194173,nm0001570,actor,"[""Col Eric Byer, USAF, Ret.""]",Edward Norton,The Bourne Legacy
tt1194173,nm1015684,actor,"[""Zev Vendel""]",Corey Stoll,The Bourne Legacy
tt1195478,nm0695435,actor,"[""Alex Eilhauer""]",Chris Pratt,The Five-Year Engagement
tt1196948,nm0586568,actor,"[""Nigel""]",Mads Mikkelsen,Charlie Countryman
tt1197624,nm0004937,actor,"[""Nick Rice""]",Jamie Foxx,Law Abiding Citizen
tt1197624,nm0004753,actress,"[""Sarah Lowell""]",Leslie Bibb,Law Abiding Citizen
tt1197628,nm0671567,actor,"[""Dennis""]",Michael Peña,Observe and Report
tt1198138,nm0252961,actor,"[""Derek""]",Idris Elba,Obsessed
tt1198153,nm1385871,actress,"[""Galia""]",Olga Kurylenko,The Assassin Next Door
tt1200272,nm0000973,actor,"[""Che Rivera""]",Benjamin Bratt,La Mission
tt12003946,nm1092086,actor,"[""Santa""]",David Harbour,Violent Night
tt1202044,nm0272173,actor,"[""The Preacher""]",Colm Feore,Six Reasons Why
tt12037194,nm1165110,actor,"[""Dementus""]",Chris Hemsworth,Furiosa: A Mad Max Saga
tt1204975,nm0000140,actor,"[""Billy""]",Michael Douglas,Last Vegas
tt1206543,nm0000288,actor,"[""Russell Baze""]",Christian Bale,Out of the Furnace
tt1206543,nm0757855,actress,"[""Lena Taylor""]",Zoe Saldana,Out of the Furnace
tt1206885,nm0000230,actor,"[""John Rambo""]",Sylvester Stallone,Rambo: Last Blood
tt1209364,nm0880081,actress,"[""Grandma""]",Leslie Uggams,Toe to Toe
tt1209377,nm0578853,actor,"[""Ned""]",Ben Mendelsohn,Beautiful Kate
tt1210027,nm0000168,actor,"[""Valentine""]",Samuel L. Jackson,Afterburn
tt1210027,nm1385871,actress,\N,Olga Kurylenko,Afterburn
tt1210027,nm1176985,actor,"[""Jake""]",Dave Bautista,Afterburn
tt1210039,nm0740264,actor,"[""Defense attorney Billy Watkins""]",Michael Rooker,Blood Done Sign My Name
tt1210042,nm0000332,actor,"[""Tango""]",Don Cheadle,Brooklyn's Finest
tt1210106,nm0429363,actor,"[""Bursar""]",Toby Jones,St Trinian's 2: The Legend of Fritton's Gold
tt1210106,nm1534698,actress,"[""Bianca""]",Zawe Ashton,St Trinian's 2: The Legend of Fritton's Gold
tt1210166,nm0695435,actor,"[""Scott Hatteberg""]",Chris Pratt,Moneyball
tt1211837,nm1212722,actor,"[""Dr. Stephen Strange""]",Benedict Cumberbatch,Doctor Strange
tt1211837,nm0252230,actor,"[""Mordo""]",Chiwetel Ejiofor,Doctor Strange
tt1211837,nm1046097,actress,"[""Dr. Christine Palmer""]",Rachel McAdams,Doctor Strange
tt1211837,nm0938950,actor,"[""Wong""]",Benedict Wong,Doctor Strange
tt1211837,nm0586568,actor,"[""Kaecilius""]",Mads Mikkelsen,Doctor Strange
tt1211837,nm0842770,actress,"[""The Ancient One""]",Tilda Swinton,Doctor Strange
tt1211837,nm0836121,actor,"[""Dr. Nicodemus West""]",Michael Stuhlbarg,Doctor Strange
tt1211837,nm0000973,actor,"[""Jonathan Pangborn""]",Benjamin Bratt,Doctor Strange
tt1211837,nm0012078,actor,"[""Lucian""]",Scott Adkins,Doctor Strange
tt1211837,nm0012078,actor,"[""Strong Zealot""]",Scott Adkins,Doctor Strange
tt1211837,nm2333360,actress,"[""Brunette Zealot""]",Zara Phythian,Doctor Strange
tt1211956,nm0000230,actor,"[""Breslin""]",Sylvester Stallone,Escape Plan
tt1211956,nm0846687,actor,"[""Javed""]",Faran Tahir,Escape Plan
tt1212428,nm4043618,actor,"[""Jack Fawcett""]",Tom Holland,The Lost City of Z
tt1213641,nm1015684,actor,"[""Buzz Aldrin""]",Corey Stoll,First Man
tt1213648,nm0935653,actor,"[""Gant""]",Ray Winstone,London Boulevard
tt1213663,nm0293509,actor,"[""Oliver Chamberlain""]",Martin Freeman,The World's End
tt12142914,nm0935653,actor,"[""Narrator""]",Ray Winstone,Hollywood Bulldogs: The Rise and Falls of the Great British Stuntman
tt1216491,nm0719637,actor,"[""Gary Webb""]",Jeremy Renner,Kill the Messenger
tt1217616,nm0000458,actor,"[""Professor Willie Esterhuyse""]",William Hurt,Endgame
tt1217616,nm0252230,actor,"[""Thabo Mbeki""]",Chiwetel Ejiofor,Endgame
tt12176600,nm0429363,actor,"[""The Flea""]",Toby Jones,The Flea
tt12186098,nm0579795,actor,"[""Dr. Jansen""]",Peter Mensah,Hypochondriac
tt1219289,nm0177896,actor,"[""Eddie Morra""]",Bradley Cooper,Limitless
tt1219342,nm0915989,actor,"[""Noctus""]",Hugo Weaving,Legend of the Guardians: The Owls of Ga'Hoole
tt1219342,nm0915989,actor,"[""Grimble""]",Hugo Weaving,Legend of the Guardians: The Owls of Ga'Hoole
tt12193804,nm0001804,actor,"[""Clive Davis""]",Stanley Tucci,Whitney Houston: I Wanna Dance with Somebody
tt1219827,nm0424060,actress,"[""Major""]",Scarlett Johansson,Ghost in the Shell
tt1220633,nm0430107,actor,"[""Tariq Brown""]",Michael B. Jordan,Pastor Brown
tt1220888,nm0339460,actress,"[""Debbie Torne""]",Judy Greer,Henry's Crime
tt1221208,nm0001745,actor,"[""Oz""]",Stellan Skarsgård,Frankie & Alice
tt1222817,nm0004753,actress,"[""Stephanie""]",Leslie Bibb,Zookeeper
tt1223236,nm0000168,actor,"[""Narrator""]",Samuel L. Jackson,African Cats
tt1223934,nm0586568,actor,"[""David""]",Mads Mikkelsen,The Door
tt12243560,nm0134072,actor,"[""Gabe""]",Bobby Cannavale,Allswell in New York
tt1224366,nm0836121,actor,"[""Mr. Burke""]",Michael Stuhlbarg,Afterschool
tt1226232,nm1093951,actor,"[""Bennett Brewer""]",Aaron Taylor-Johnson,The Greatest
tt1226236,nm0842770,actress,"[""Emma Recchi""]",Tilda Swinton,I Am Love
tt1226273,nm0935653,actor,"[""Jedburgh""]",Ray Winstone,Edge of Darkness
tt12263384,nm1165110,actor,"[""Tyler Rake""]",Chris Hemsworth,Extraction II
tt1228705,nm0000375,actor,"[""Tony Stark""]",Robert Downey Jr.,Iron Man 2
tt1228705,nm0000620,actor,"[""Ivan Vanko""]",Mickey Rourke,Iron Man 2
tt1228705,nm0000569,actress,"[""Pepper Potts""]",Gwyneth Paltrow,Iron Man 2
tt1228705,nm0000332,actor,"[""Lt. Col. James 'Rhodey' Rhodes""]",Don Cheadle,Iron Man 2
tt1228705,nm0424060,actress,"[""Natalie Rushman""]",Scarlett Johansson,Iron Man 2
tt1228705,nm0424060,actress,"[""Natasha Romanoff""]",Scarlett Johansson,Iron Man 2
tt1228705,nm0005377,actor,"[""Justin Hammer""]",Sam Rockwell,Iron Man 2
tt1228705,nm0000168,actor,"[""Nick Fury""]",Samuel L. Jackson,Iron Man 2
tt1228705,nm0163988,actor,"[""Agent Coulson""]",Clark Gregg,Iron Man 2
tt1228705,nm0805476,actor,"[""Howard Stark""]",John Slattery,Iron Man 2
tt1228705,nm0788009,actor,"[""Senator Stern""]",Garry Shandling,Iron Man 2
tt1229238,nm0719637,actor,"[""Brandt""]",Jeremy Renner,Mission: Impossible - Ghost Protocol
tt1229340,nm0748620,actor,"[""Brian Fantana""]",Paul Rudd,Anchorman 2: The Legend Continues
tt12299608,nm0749263,actor,"[""Hieronymous Marshall""]",Mark Ruffalo,Mickey 17
tt1230168,nm0005023,actor,"[""Denver Moore""]",Djimon Hounsou,Same Kind of Different as Me
tt1230214,nm1157048,actor,"[""Troy Ratowski""]",Zachary Levi,Stuntmen
tt12303096,nm0000230,actor,\N,Sylvester Stallone,The Epiphany
tt1230387,nm0488953,actress,"[""Emily""]",Brie Larson,Just Peck
tt1231580,nm1157048,actor,"[""Toby""]",Zachary Levi,Alvin and the Chipmunks: The Squeakquel
tt1231583,nm0000375,actor,"[""Peter Highman""]",Robert Downey Jr.,Due Date
tt1231583,nm0004937,actor,"[""Darryl""]",Jamie Foxx,Due Date
tt1231586,nm0004753,actress,"[""Kelly""]",Leslie Bibb,A Good Old Fashioned Orgy
tt1231587,nm1659221,actor,"[""Blaine""]",Sebastian Stan,Hot Tub Time Machine
tt1232829,nm0488953,actress,"[""Molly Tracey""]",Brie Larson,21 Jump Street
tt1233219,nm0000353,actor,"[""Detective Havenhurst""]",Willem Dafoe,"My Son, My Son, What Have Ye Done"
tt1233219,nm0671567,actor,"[""Detective Vargas""]",Michael Peña,"My Son, My Son, What Have Ye Done"
tt1234548,nm0000313,actor,"[""Bill Django""]",Jeff Bridges,The Men Who Stare at Goats
tt1234719,nm1165110,actor,"[""Jed Eckert""]",Chris Hemsworth,Red Dawn
tt1234721,nm0000474,actor,"[""Raymond Sellars""]",Michael Keaton,RoboCop
tt1234721,nm0000168,actor,"[""Pat Novak""]",Samuel L. Jackson,RoboCop
tt1235142,nm0915989,actor,"[""Kev""]",Hugo Weaving,Last Ride
tt1235189,nm0293509,actor,"[""Hector Dixon""]",Martin Freeman,Wild Target
tt1235522,nm0000128,actor,"[""Mayor Hostetler""]",Russell Crowe,Broken City
tt1235790,nm0001804,actor,"[""Narrator""]",Stanley Tucci,Magic Trip: Ken Kesey's Search for a Kool Place
tt12359080,nm0000164,actor,"[""Finley Hart""]",Anthony Hopkins,Zero Contact
tt12361974,nm0000353,actor,"[""Vulko""]",Willem Dafoe,Zack Snyder's Justice League
tt1237838,nm2255973,actor,"[""Jason""]",Donald Glover,Mystery Team
tt1238772,nm1935086,actress,"[""Becca""]",Tessa Thompson,Red & Blue Marbles
tt1240982,nm0000204,actress,"[""Isabel""]",Natalie Portman,Your Highness
tt1240982,nm0429363,actor,"[""Julie""]",Toby Jones,Your Highness
tt12412888,nm0252961,actor,"[""Knuckles""]",Idris Elba,Sonic the Hedgehog 2
tt1241317,nm0000353,actor,"[""Ryuk""]",Willem Dafoe,Death Note
tt1241329,nm0000458,actor,"[""H2O""]",William Hurt,The River Why
tt1242447,nm0293509,actor,"[""Paul Maddens""]",Martin Freeman,Nativity!
tt1242460,nm0842770,actress,"[""Eva Khatchadourian""]",Tilda Swinton,We Need to Talk About Kevin
tt1242460,nm0000604,actor,"[""Franklin""]",John C. Reilly,We Need to Talk About Kevin
tt1243957,nm0001401,actress,"[""Elise Clifton-Ward""]",Angelina Jolie,The Tourist
tt1243957,nm0079273,actor,"[""Inspector John Acheson""]",Paul Bettany,The Tourist
tt1243974,nm0177896,actor,"[""Brian Gilcrest""]",Bradley Cooper,Aloha
tt1243974,nm1046097,actress,"[""Tracy Woodside""]",Rachel McAdams,Aloha
tt12443726,nm0001745,actor,"[""Zyberski""]",Stellan Skarsgård,Last Words
tt1244754,nm0005377,actor,"[""Kenny Waters""]",Sam Rockwell,Conviction
tt1245526,nm0881631,actor,"[""William Cooper""]",Karl Urban,RED
tt1247683,nm0885840,actress,"[""Emily Harris""]",Emily VanCamp,Norman
tt1247690,nm0177896,actor,"[""George Pemberton""]",Bradley Cooper,Serena
tt1247690,nm0429363,actor,"[""Sheriff McDowell""]",Toby Jones,Serena
tt1250777,nm1093951,actor,"[""Dave Lizewski""]",Aaron Taylor-Johnson,Kick-Ass
tt1250777,nm1093951,actor,"[""Kick-Ass""]",Aaron Taylor-Johnson,Kick-Ass
tt1250861,nm1157048,actor,"[""Narrator""]",Zachary Levi,Under the Boardwalk: The Monopoly Story
tt1251743,nm0000673,actress,"[""Honey Foster""]",Marisa Tomei,Salvation Boulevard
tt12536776,nm2204178,actor,"[""Franco""]",Tenoch Huerta,Dark Forces
tt1253864,nm0000620,actor,"[""King Hyperion""]",Mickey Rourke,Immortals
tt12545566,nm1534698,actress,"[""Julia Thistlewaite""]",Zawe Ashton,Mr. Malcolm's List
tt1255919,nm0000604,actor,"[""Dr. Watson""]",John C. Reilly,Holmes & Watson
tt12573454,nm1659221,actor,"[""Max""]",Sebastian Stan,Sharper
tt1258197,nm2110418,actress,"[""Chinese Girl""]",Gemma Chan,Exam
tt1258197,nm1030244,actor,"[""Black""]",Chukwudi Iwuji,Exam
tt1258972,nm0000128,actor,"[""Jack Knife""]",Russell Crowe,The Man with the Iron Fists
tt1258972,nm1176985,actor,"[""Brass Body""]",Dave Bautista,The Man with the Iron Fists
tt12592252,nm7186321,actress,"[""Emma Griffin""]",Lia McHugh,Songbird
tt12593682,nm1093951,actor,"[""Tangerine""]",Aaron Taylor-Johnson,Bullet Train
tt12593682,nm3109964,actor,"[""Lemon""]",Brian Tyree Henry,Bullet Train
tt1259521,nm1165110,actor,"[""Curt""]",Chris Hemsworth,The Cabin in the Woods
tt1259609,nm0038355,actor,"[""Otani""]",Tadanobu Asano,Villon's Wife
tt1261414,nm0740264,actor,"[""Mann""]",Michael Rooker,Penance
tt1262426,nm0000156,actor,"[""The Wonderful Wizard of Oz""]",Jeff Goldblum,Wicked
tt1263670,nm0000313,actor,"[""Bad Blake""]",Jeff Bridges,Crazy Heart
tt12655436,nm1250791,actor,"[""Lee-Curtis Childs""]",Sterling K. Brown,Honk for Jesus. Save Your Soul.
tt1266029,nm1093951,actor,"[""John""]",Aaron Taylor-Johnson,Nowhere Boy
tt1266036,nm0339460,actress,"[""Diana""]",Judy Greer,Valley Girl
tt1267381,nm0038355,actor,"[""Dekogawa""]",Tadanobu Asano,Dumbeast
tt12676326,nm3918035,actress,"[""Marie""]",Zendaya,Malcolm & Marie
tt12689248,nm0000620,actor,"[""Johnny""]",Mickey Rourke,The Commando
tt1270262,nm1002641,actor,"[""Uday Hussein""]",Dominic Cooper,The Devil's Double
tt1270262,nm1002641,actor,"[""Latif Yahia""]",Dominic Cooper,The Devil's Double
tt1270277,nm0749263,actor,"[""Father Joe""]",Mark Ruffalo,Sympathy for Delicious
tt12731980,nm0625789,actor,"[""Henry""]",Tim Blake Nelson,Old Henry
tt1273221,nm2110418,actress,"[""Petronella""]",Gemma Chan,London Fields
tt1273221,nm1526352,actress,"[""Hope""]",Jaimie Alexander,London Fields
tt1274300,nm0005023,actor,"[""Caliban""]",Djimon Hounsou,The Tempest
tt12758060,nm0429363,actor,"[""Robert Stein""]",Toby Jones,Tetris
tt1276105,nm0625789,actor,"[""Militant Ned""]",Tim Blake Nelson,Saint John of Las Vegas
tt1276419,nm0586568,actor,"[""Johann Friedrich Struensee""]",Mads Mikkelsen,A Royal Affair
tt12802708,nm0000332,actor,"[""(segment \""Intersection\"")""]",Don Cheadle,With/in: Volume 1
tt12838766,nm0035514,actor,"[""Sullivan""]",Richard Armitage,Space Sweepers
tt1283887,nm0757855,actress,"[""Sarah Cotton""]",Zoe Saldana,Burning Palms
tt1286753,nm0134072,actor,"[""Joshua""]",Bobby Cannavale,Weakness
tt1288636,nm0740264,actor,"[""Ray Clement""]",Michael Rooker,Cell 213
tt12889404,nm0578853,actor,"[""De Guiche""]",Ben Mendelsohn,Cyrano
tt12908150,nm2394794,actress,"[""Felicia Gordon""]",Karen Gillan,The Life of Chuck
tt12908150,nm0252230,actor,"[""Marty Anderson""]",Chiwetel Ejiofor,The Life of Chuck
tt12908150,nm1089991,actor,"[""Charles 'Chuck' Krantz""]",Tom Hiddleston,The Life of Chuck
tt12908150,nm2810287,actor,\N,David Dastmalchian,The Life of Chuck
tt1291566,nm0625789,actor,"[""Johan""]",Tim Blake Nelson,The Vanishing of Sidney Hall
tt1291570,nm0000164,actor,"[""Dr. John Clancy""]",Anthony Hopkins,Solace
tt1291580,nm0000140,actor,"[""Liberace""]",Michael Douglas,Behind the Candelabra
tt1291584,nm0342029,actor,"[""Frank Campana""]",Frank Grillo,Warrior
tt1291584,nm0380073,actor,"[""Colt Boyd""]",Maximiliano Hernández,Warrior
tt12929738,nm1018245,actor,"[""Goyal""]",Mohan Kapur,London Confidential
tt12930350,nm1176985,actor,"[""JJ""]",Dave Bautista,My Spy The Eternal City
tt1293842,nm0005377,actor,"[""Bill""]",Sam Rockwell,The Winning Season
tt1293847,nm0004874,actor,"[""Xander Cage""]",Vin Diesel,xXx: Return of Xander Cage
tt1293847,nm0000168,actor,"[""Augustus Gibbons""]",Samuel L. Jackson,xXx: Return of Xander Cage
tt1294213,nm0000140,actor,"[""Ben Kalmen""]",Michael Douglas,Solitary Man
tt12972134,nm0342029,actor,"[""Ryder""]",Frank Grillo,Hounds of War
tt1297919,nm1534698,actress,"[""Falls""]",Zawe Ashton,Blitz
tt12981702,nm0005023,actor,"[""Ozi's Father""]",Djimon Hounsou,Ozi: Voice of the Forest
tt1298530,nm0293509,actor,"[""Albert""]",Martin Freeman,Animals
tt1298644,nm0625789,actor,"[""Portnoy""]",Tim Blake Nelson,The Hustle
tt1300349,nm0935653,actor,"[""Frank Horner""]",Ray Winstone,Fathers of Girls
tt1300854,nm0000375,actor,"[""Tony Stark""]",Robert Downey Jr.,Iron Man 3
tt1300854,nm0000569,actress,"[""Pepper Potts""]",Gwyneth Paltrow,Iron Man 3
tt1300854,nm0000332,actor,"[""Colonel James Rhodes""]",Don Cheadle,Iron Man 3
tt1300854,nm0269463,actor,"[""Happy Hogan""]",Jon Favreau,Iron Man 3
tt1300854,nm0079273,actor,"[""Jarvis""]",Paul Bettany,Iron Man 3
tt1301990,nm1092086,actor,"[""Brian""]",David Harbour,Every Day
tt1302006,nm0134072,actor,"[""Skinny Razor""]",Bobby Cannavale,The Irishman
tt1302011,nm0001401,actress,"[""Tigress""]",Angelina Jolie,Kung Fu Panda 2
tt13028408,nm0749263,actor,\N,Mark Ruffalo,Invisible Hand
tt13029316,nm0001745,actor,"[""Tord""]",Stellan Skarsgård,The Ape Star
tt1303828,nm0993507,actress,"[""Kat Debrofkowitz""]",Kat Dennings,Defendor
tt1303889,nm0293509,actor,"[""Rembrandt""]",Martin Freeman,Rembrandt's J'Accuse
tt1303889,nm0429363,actor,"[""Gerard Dou""]",Toby Jones,Rembrandt's J'Accuse
tt13061914,nm0252230,actor,"[""Paxton""]",Chiwetel Ejiofor,Locked Down
tt1308183,nm0038355,actor,"[""Black Marketeer""]",Tadanobu Asano,Dreaming Awake
tt13086266,nm6124994,actor,"[""Min-sung""]",Park Seo-joon,Concrete Utopia
tt1308729,nm0000230,actor,"[""James Bonomo""]",Sylvester Stallone,Bullet to the Head
tt13097932,nm0000164,actor,"[""Nicky Winton""]",Anthony Hopkins,One Life
tt1311071,nm0647634,actress,"[""Edie Parker""]",Elizabeth Olsen,Kill Your Darlings
tt1313244,nm0740264,actor,"[""Ray""]",Michael Rooker,Hypothermia
tt13139228,nm10128408,actress,"[""Younger Marion""]",Emma Corrin,My Policeman
tt13142090,nm0002888,actor,"[""Frank (segment \""My BFF\"")""]",Stephen Blackehart,Conjure X
tt13149036,nm0339460,actress,"[""Dorsey""]",Judy Greer,Family Squares
tt13153494,nm0000619,actor,"[""Stan Richardson""]",Tim Roth,Punch
tt13186482,nm0586568,actor,"[""Kiros""]",Mads Mikkelsen,Mufasa: The Lion King
tt1319712,nm1935086,actress,"[""Liz""]",Tessa Thompson,Exquisite Corpse
tt1320253,nm0000230,actor,"[""Barney Ross""]",Sylvester Stallone,The Expendables
tt1321511,nm0647634,actress,"[""Marie Sebastian""]",Elizabeth Olsen,Oldboy
tt1321511,nm0000168,actor,"[""Chaney""]",Samuel L. Jackson,Oldboy
tt1321511,nm2962353,actress,"[""Haeng-Bok""]",Pom Klementieff,Oldboy
tt1321813,nm0413168,actor,"[""Narrator""]",Hugh Jackman,The Burning Season
tt13223398,nm0252961,actor,"[""Dr. Nate Samuels""]",Idris Elba,Beast
tt13234058,nm0507207,actor,"[""Inspector Roy""]",Gary Lewis,My Son
tt1326150,nm0252230,actor,"[""John Akii Bua""]",Chiwetel Ejiofor,The John Akii Bua Story: An African Tragedy
tt1327200,nm1282966,actor,"[""Nick""]",O-T Fagbenle,The Reeds
tt13299678,nm0035514,actor,"[""Astrov""]",Richard Armitage,Uncle Vanya
tt13299678,nm0429363,actor,"[""Vanya""]",Toby Jones,Uncle Vanya
tt1330060,nm0507207,actor,"[""Detective""]",Gary Lewis,Trouble Sleeping
tt13314558,nm0004937,actor,"[""Bud Jablonski""]",Jamie Foxx,Day Shift
tt13314558,nm0012078,actor,"[""Diran Nazarian""]",Scott Adkins,Day Shift
tt1332134,nm0001745,actor,"[""Bestyrer Håkon""]",Stellan Skarsgård,King of Devil's Island
tt13323462,nm0252230,actor,"[""Narrator""]",Chiwetel Ejiofor,Day Zero
tt1332650,nm1385871,actress,"[""La Prostituée Russe""]",Olga Kurylenko,À l'est de moi
tt1334102,nm1195855,actor,"[""Jack""]",Lee Pace,The Resident
tt1334512,nm0004950,actress,"[""Susan""]",Jennifer Garner,Arthur
tt1335975,nm0038355,actor,"[""Lord Kira""]",Tadanobu Asano,47 Ronin
tt1336617,nm0000604,actor,"[""John""]",John C. Reilly,Cyrus
tt1336617,nm0000673,actress,"[""Molly""]",Marisa Tomei,Cyrus
tt13372944,nm2204178,actor,"[""Beto""]",Tenoch Huerta,Madres
tt13375076,nm0000128,actor,"[""Father Gabriel Amorth""]",Russell Crowe,The Pope's Exorcist
tt13382698,nm0272173,actor,"[""Elias Kane""]",Colm Feore,Trigger Point
tt13403046,nm1659221,actor,"[""Steve""]",Sebastian Stan,Fresh
tt13406136,nm1385871,actress,"[""Moira""]",Olga Kurylenko,The Princess
tt1340800,nm0429363,actor,"[""Percy Alleline""]",Toby Jones,Tinker Tailor Soldier Spy
tt1341188,nm0748620,actor,"[""George""]",Paul Rudd,How Do You Know
tt1341341,nm1195855,actor,"[""Whit Coutell""]",Lee Pace,Ceremony
tt13429928,nm0342029,actor,"[""Cmdr. Race Ingram""]",Frank Grillo,Operation Seawolf
tt13433802,nm2143282,actress,"[""Samira""]",Lupita Nyong'o,A Quiet Place: Day One
tt13433802,nm0005023,actor,"[""Henri""]",Djimon Hounsou,A Quiet Place: Day One
tt1343727,nm0881631,actor,"[""Judge Dredd""]",Karl Urban,Dredd
tt13452446,nm0935653,actor,"[""Lord Bayford""]",Ray Winstone,Damsel
tt13452446,nm0000291,actress,"[""Lady Bayford""]",Angela Bassett,Damsel
tt1345836,nm0000288,actor,"[""Bruce Wayne""]",Christian Bale,The Dark Knight Rises
tt1345836,nm0000288,actor,"[""Batman""]",Christian Bale,The Dark Knight Rises
tt13475220,nm1015684,actor,"[""Paul Fleming""]",Corey Stoll,What We Do Next
tt1349451,nm0004950,actress,"[""Laura Pickler""]",Jennifer Garner,Butter
tt1349451,nm0123092,actor,"[""Bob Pickler""]",Ty Burrell,Butter
tt1351685,nm0001804,actor,"[""Roderick""]",Stanley Tucci,Jack the Giant Slayer
tt1355644,nm0695435,actor,"[""Jim Preston""]",Chris Pratt,Passengers
tt1355683,nm1212722,actor,"[""Billy Bulger""]",Benedict Cumberbatch,Black Mass
tt1355683,nm1092086,actor,"[""John Morris""]",David Harbour,Black Mass
tt13610562,nm2394794,actress,"[""Carol Cobb""]",Karen Gillan,The Bubble
tt13610562,nm3008739,actor,"[""Carol's Agent, Marti""]",Rob Delaney,The Bubble
tt1361313,nm0000604,actor,"[""Gershon Gruen""]",John C. Reilly,The Extra Man
tt1361336,nm0671567,actor,"[""Terence""]",Michael Peña,Tom & Jerry
tt1361336,nm3008739,actor,"[""Mr Dubros""]",Rob Delaney,Tom & Jerry
tt13614388,nm0342029,actor,"[""Doc Alexander""]",Frank Grillo,Little Dixie
tt13623880,nm1157048,actor,"[""Larry""]",Zachary Levi,Night at the Museum: Kahmunrah Rises Again
tt13623880,nm1157048,actor,"[""Laaa""]",Zachary Levi,Night at the Museum: Kahmunrah Rises Again
tt13635702,nm0004753,actress,"[""Emily""]",Leslie Bibb,The Inhabitant
tt13650540,nm1107001,actor,"[""Adam Gherrity""]",Anthony Mackie,If You Were the Last
tt13651794,nm0000204,actress,"[""Elizabeth""]",Natalie Portman,May December
tt1366338,nm1727825,actor,"[""Chuy""]",Tony Revolori,Lowriders
tt1366344,nm0005377,actor,"[""Karl""]",Sam Rockwell,The Sitter
tt1366409,nm0000353,actor,"[""Eddie""]",Willem Dafoe,Miral
tt1368858,nm0000547,actor,"[""Everly Campbell""]",Alfred Molina,The Forger
tt1369571,nm0846687,actor,"[""Asad""]",Faran Tahir,I Am Fear
tt1371111,nm0915989,actor,"[""Haskell Moore""]",Hugo Weaving,Cloud Atlas
tt1371111,nm0915989,actor,"[""Tadeusz Kesselring""]",Hugo Weaving,Cloud Atlas
tt1371111,nm0915989,actor,"[""Bill Smoke""]",Hugo Weaving,Cloud Atlas
tt1371150,nm1015684,actor,"[""Paul Altman""]",Corey Stoll,This Is Where I Leave You
tt13729106,nm0038355,actor,"[""Jiro Shirasu""]",Tadanobu Asano,Independence of Japan
tt1375670,nm0000161,actress,"[""Roxanne Chase-Feder""]",Salma Hayek,Grown Ups
tt1381404,nm0000602,actor,"[""Jim Grant""]",Robert Redford,The Company You Keep
tt1381404,nm0000602,actor,"[""Nick Sloan""]",Robert Redford,The Company You Keep
tt1381404,nm0001804,actor,"[""Ray Fuller""]",Stanley Tucci,The Company You Keep
tt1381404,nm0005024,actor,"[""FBI Agent Cornelius""]",Terrence Howard,The Company You Keep
tt13814704,nm6124994,actor,"[""Yoon Hong-dae""]",Park Seo-joon,Dream
tt1386588,nm0000474,actor,"[""Captain Gene Mauch""]",Michael Keaton,The Other Guys
tt1386588,nm0829032,actor,"[""Roger Wesley""]",Ray Stevenson,The Other Guys
tt1386588,nm0000168,actor,"[""P.K. Highsmith""]",Samuel L. Jackson,The Other Guys
tt1386683,nm0001745,actor,"[""Ulrik""]",Stellan Skarsgård,A Somewhat Gentle Man
tt1386697,nm1092086,actor,"[""Dexter Tolliver""]",David Harbour,Suicide Squad
tt13874422,nm0842770,actress,"[""Julie Hart""]",Tilda Swinton,The Eternal Daughter
tt13874422,nm0842770,actress,"[""Rosalind Hart""]",Tilda Swinton,The Eternal Daughter
tt1389137,nm0424060,actress,"[""Kelly Foster""]",Scarlett Johansson,We Bought a Zoo
tt1390411,nm1165110,actor,"[""Owen Chase""]",Chris Hemsworth,In the Heart of the Sea
tt1390411,nm4043618,actor,"[""Thomas Nickerson""]",Tom Holland,In the Heart of the Sea
tt1391034,nm0881631,actor,"[""Michael""]",Karl Urban,And Soon the Darkness
tt1392170,nm0001804,actor,"[""Caesar Flickerman""]",Stanley Tucci,The Hunger Games
tt1392197,nm0339460,actress,"[""Debbie Winslow""]",Judy Greer,Marmaduke
tt1392197,nm1195855,actor,"[""Phil Winslow""]",Lee Pace,Marmaduke
tt1392214,nm0413168,actor,"[""Keller Dover""]",Hugh Jackman,Prisoners
tt1392214,nm0005024,actor,"[""Franklin Birch""]",Terrence Howard,Prisoners
tt1394211,nm1015684,actor,"[""Steven""]",Corey Stoll,Helena from the Wedding
tt13957560,nm1659221,actor,"[""Vlad Tenev""]",Sebastian Stan,Dumb Money
tt1396218,nm0163988,actor,"[""Nat Jones""]",Clark Gregg,Mr. Popper's Penguins
tt1396221,nm0000620,actor,"[""Nate Poole""]",Mickey Rourke,Passion Play
tt13978520,nm1157048,actor,"[""Terrence Tango""]",Zachary Levi,Spy Kids: Armageddon
tt1399577,nm0000140,actor,"[""Narrator""]",Michael Douglas,The Lion and the Mouse
tt14001894,nm0671567,actor,"[""Argon""]",Michael Peña,Secret Headquarters
tt14017116,nm0810488,actor,"[""Jack Weir""]",Bill Smitrovich,We Are Gathered Here Today
tt1403177,nm0000204,actress,"[""Nicole""]",Natalie Portman,Hesher
tt14037272,nm0005024,actor,"[""Bones""]",Terrence Howard,The System
