source;source_name;target;target_name;relationship;type
nm0002073;Lou Ferrigno;nm0813015;Paul Soles;1;undirected
nm1165110;Chris Hemsworth;nm0000164;Anthony Hopkins;1;undirected
nm1165110;Chris Hemsworth;nm0000204;Natalie Portman;1;undirected
nm1165110;Chris Hemsworth;nm1089991;Tom Hiddleston;1;undirected
nm1165110;Chris Hemsworth;nm0001745;Stellan Skarsgård;1;undirected
nm1165110;Chris Hemsworth;nm0993507;Kat Dennings;1;undirected
nm1165110;Chris Hemsworth;nm0163988;Clark Gregg;1;undirected
nm1165110;Chris Hemsworth;nm0272173;Colm Feore;1;undirected
nm1165110;Chris Hemsworth;nm0252961;Idris Elba;1;undirected
nm1165110;Chris Hemsworth;nm0829032;Ray Stevenson;1;undirected
nm0000164;Anthony Hopkins;nm0000204;Natalie Portman;1;undirected
nm0000164;Anthony Hopkins;nm1089991;Tom Hiddleston;1;undirected
nm0000164;Anthony Hopkins;nm0001745;Stellan Skarsgård;1;undirected
nm0000164;Anthony Hopkins;nm0993507;Kat Dennings;1;undirected
nm0000164;Anthony Hopkins;nm0163988;Clark Gregg;1;undirected
nm0000164;Anthony Hopkins;nm0272173;Colm Feore;1;undirected
nm0000164;Anthony Hopkins;nm0252961;Idris Elba;1;undirected
nm0000164;Anthony Hopkins;nm0829032;Ray Stevenson;1;undirected
nm0000204;Natalie Portman;nm1089991;Tom Hiddleston;1;undirected
nm0000204;Natalie Portman;nm0001745;Stellan Skarsgård;1;undirected
nm0000204;Natalie Portman;nm0993507;Kat Dennings;1;undirected
nm0000204;Natalie Portman;nm0163988;Clark Gregg;1;undirected
nm0000204;Natalie Portman;nm0272173;Colm Feore;1;undirected
nm0000204;Natalie Portman;nm0252961;Idris Elba;1;undirected
nm0000204;Natalie Portman;nm0829032;Ray Stevenson;1;undirected
nm1089991;Tom Hiddleston;nm0001745;Stellan Skarsgård;1;undirected
nm1089991;Tom Hiddleston;nm0993507;Kat Dennings;1;undirected
nm1089991;Tom Hiddleston;nm0163988;Clark Gregg;1;undirected
nm1089991;Tom Hiddleston;nm0272173;Colm Feore;1;undirected
nm1089991;Tom Hiddleston;nm0252961;Idris Elba;1;undirected
nm1089991;Tom Hiddleston;nm0829032;Ray Stevenson;1;undirected
nm0001745;Stellan Skarsgård;nm0993507;Kat Dennings;1;undirected
nm0001745;Stellan Skarsgård;nm0163988;Clark Gregg;1;undirected
nm0001745;Stellan Skarsgård;nm0272173;Colm Feore;1;undirected
nm0001745;Stellan Skarsgård;nm0252961;Idris Elba;1;undirected
nm0001745;Stellan Skarsgård;nm0829032;Ray Stevenson;1;undirected
nm0993507;Kat Dennings;nm0163988;Clark Gregg;1;undirected
nm0993507;Kat Dennings;nm0272173;Colm Feore;1;undirected
nm0993507;Kat Dennings;nm0252961;Idris Elba;1;undirected
nm0993507;Kat Dennings;nm0829032;Ray Stevenson;1;undirected
nm0163988;Clark Gregg;nm0272173;Colm Feore;1;undirected
nm0163988;Clark Gregg;nm0252961;Idris Elba;1;undirected
nm0163988;Clark Gregg;nm0829032;Ray Stevenson;1;undirected
nm0272173;Colm Feore;nm0252961;Idris Elba;1;undirected
nm0272173;Colm Feore;nm0829032;Ray Stevenson;1;undirected
nm0252961;Idris Elba;nm0829032;Ray Stevenson;1;undirected
nm0000375;Robert Downey Jr.;nm0262635;Chris Evans;1;undirected
nm0000375;Robert Downey Jr.;nm0719637;Jeremy Renner;1;undirected
nm0000375;Robert Downey Jr.;nm0749263;Mark Ruffalo;1;undirected
nm0000375;Robert Downey Jr.;nm1165110;Chris Hemsworth;1;undirected
nm0000375;Robert Downey Jr.;nm1089991;Tom Hiddleston;1;undirected
nm0000375;Robert Downey Jr.;nm0163988;Clark Gregg;1;undirected
nm0000375;Robert Downey Jr.;nm1130627;Cobie Smulders;1;undirected
nm0000375;Robert Downey Jr.;nm0001745;Stellan Skarsgård;1;undirected
nm0262635;Chris Evans;nm0424060;Scarlett Johansson;1;undirected
nm0262635;Chris Evans;nm0719637;Jeremy Renner;1;undirected
nm0262635;Chris Evans;nm0749263;Mark Ruffalo;1;undirected
nm0262635;Chris Evans;nm1165110;Chris Hemsworth;1;undirected
nm0262635;Chris Evans;nm1089991;Tom Hiddleston;1;undirected
nm0262635;Chris Evans;nm0163988;Clark Gregg;1;undirected
nm0262635;Chris Evans;nm1130627;Cobie Smulders;1;undirected
nm0262635;Chris Evans;nm0001745;Stellan Skarsgård;1;undirected
nm0424060;Scarlett Johansson;nm0719637;Jeremy Renner;1;undirected
nm0424060;Scarlett Johansson;nm0749263;Mark Ruffalo;1;undirected
nm0424060;Scarlett Johansson;nm1165110;Chris Hemsworth;1;undirected
nm0424060;Scarlett Johansson;nm1089991;Tom Hiddleston;1;undirected
nm0424060;Scarlett Johansson;nm0163988;Clark Gregg;1;undirected
nm0424060;Scarlett Johansson;nm1130627;Cobie Smulders;1;undirected
nm0424060;Scarlett Johansson;nm0001745;Stellan Skarsgård;1;undirected
nm0719637;Jeremy Renner;nm0749263;Mark Ruffalo;1;undirected
nm0719637;Jeremy Renner;nm1165110;Chris Hemsworth;1;undirected
nm0719637;Jeremy Renner;nm1089991;Tom Hiddleston;1;undirected
nm0719637;Jeremy Renner;nm0163988;Clark Gregg;1;undirected
nm0719637;Jeremy Renner;nm1130627;Cobie Smulders;1;undirected
nm0719637;Jeremy Renner;nm0001745;Stellan Skarsgård;1;undirected
nm0749263;Mark Ruffalo;nm1165110;Chris Hemsworth;1;undirected
nm0749263;Mark Ruffalo;nm1089991;Tom Hiddleston;1;undirected
nm0749263;Mark Ruffalo;nm0163988;Clark Gregg;1;undirected
nm0749263;Mark Ruffalo;nm1130627;Cobie Smulders;1;undirected
nm0749263;Mark Ruffalo;nm0001745;Stellan Skarsgård;1;undirected
nm1165110;Chris Hemsworth;nm1089991;Tom Hiddleston;1;undirected
nm1165110;Chris Hemsworth;nm0163988;Clark Gregg;1;undirected
nm1165110;Chris Hemsworth;nm1130627;Cobie Smulders;1;undirected
nm1165110;Chris Hemsworth;nm0001745;Stellan Skarsgård;1;undirected
nm1089991;Tom Hiddleston;nm0163988;Clark Gregg;1;undirected
nm1089991;Tom Hiddleston;nm1130627;Cobie Smulders;1;undirected
nm1089991;Tom Hiddleston;nm0001745;Stellan Skarsgård;1;undirected
nm0163988;Clark Gregg;nm1130627;Cobie Smulders;1;undirected
nm0163988;Clark Gregg;nm0001745;Stellan Skarsgård;1;undirected
nm1130627;Cobie Smulders;nm0001745;Stellan Skarsgård;1;undirected
nm1165110;Chris Hemsworth;nm0000204;Natalie Portman;1;undirected
nm1165110;Chris Hemsworth;nm0000288;Christian Bale;1;undirected
nm1165110;Chris Hemsworth;nm0169806;Taika Waititi;1;undirected
nm1165110;Chris Hemsworth;nm0000128;Russell Crowe;1;undirected
nm1165110;Chris Hemsworth;nm1526352;Jaimie Alexander;1;undirected
nm1165110;Chris Hemsworth;nm0252961;Idris Elba;1;undirected
nm1165110;Chris Hemsworth;nm0695435;Chris Pratt;1;undirected
nm1165110;Chris Hemsworth;nm1176985;Dave Bautista;1;undirected
nm0000204;Natalie Portman;nm0000288;Christian Bale;1;undirected
nm0000204;Natalie Portman;nm0169806;Taika Waititi;1;undirected
nm0000204;Natalie Portman;nm0000128;Russell Crowe;1;undirected
nm0000204;Natalie Portman;nm1526352;Jaimie Alexander;1;undirected
nm0000204;Natalie Portman;nm0252961;Idris Elba;1;undirected
nm0000204;Natalie Portman;nm0695435;Chris Pratt;1;undirected
nm0000204;Natalie Portman;nm1176985;Dave Bautista;1;undirected
nm0000288;Christian Bale;nm1935086;Tessa Thompson;1;undirected
nm0000288;Christian Bale;nm0169806;Taika Waititi;1;undirected
nm0000288;Christian Bale;nm0000128;Russell Crowe;1;undirected
nm0000288;Christian Bale;nm1526352;Jaimie Alexander;1;undirected
nm0000288;Christian Bale;nm0252961;Idris Elba;1;undirected
nm0000288;Christian Bale;nm0695435;Chris Pratt;1;undirected
nm0000288;Christian Bale;nm1176985;Dave Bautista;1;undirected
nm1935086;Tessa Thompson;nm0169806;Taika Waititi;1;undirected
nm1935086;Tessa Thompson;nm0000128;Russell Crowe;1;undirected
nm1935086;Tessa Thompson;nm1526352;Jaimie Alexander;1;undirected
nm1935086;Tessa Thompson;nm0252961;Idris Elba;1;undirected
nm1935086;Tessa Thompson;nm0695435;Chris Pratt;1;undirected
nm1935086;Tessa Thompson;nm1176985;Dave Bautista;1;undirected
nm0169806;Taika Waititi;nm0000128;Russell Crowe;1;undirected
nm0169806;Taika Waititi;nm1526352;Jaimie Alexander;1;undirected
nm0169806;Taika Waititi;nm0252961;Idris Elba;1;undirected
nm0169806;Taika Waititi;nm0695435;Chris Pratt;1;undirected
nm0169806;Taika Waititi;nm1176985;Dave Bautista;1;undirected
nm0000128;Russell Crowe;nm1526352;Jaimie Alexander;1;undirected
nm0000128;Russell Crowe;nm0252961;Idris Elba;1;undirected
nm0000128;Russell Crowe;nm0695435;Chris Pratt;1;undirected
nm1526352;Jaimie Alexander;nm0252961;Idris Elba;1;undirected
nm1526352;Jaimie Alexander;nm0695435;Chris Pratt;1;undirected
nm1526352;Jaimie Alexander;nm1176985;Dave Bautista;1;undirected
nm0252961;Idris Elba;nm0695435;Chris Pratt;1;undirected
nm0252961;Idris Elba;nm1176985;Dave Bautista;1;undirected
nm0695435;Chris Pratt;nm1176985;Dave Bautista;1;undirected
nm0488953;Brie Larson;nm3500582;Teyonah Parris;1;undirected
nm0488953;Brie Larson;nm11940123;Iman Vellani;1;undirected
nm0488953;Brie Larson;nm1534698;Zawe Ashton;1;undirected
nm0488953;Brie Larson;nm0507207;Gary Lewis;1;undirected
nm0488953;Brie Larson;nm6124994;Park Seo-joon;1;undirected
nm0488953;Brie Larson;nm2801210;Zenobia Shroff;1;undirected
nm0488953;Brie Larson;nm1018245;Mohan Kapur;1;undirected
nm0488953;Brie Larson;nm5248294;Saagar Shaikh;1;undirected
nm3500582;Teyonah Parris;nm11940123;Iman Vellani;1;undirected
nm3500582;Teyonah Parris;nm1534698;Zawe Ashton;1;undirected
nm3500582;Teyonah Parris;nm0507207;Gary Lewis;1;undirected
nm3500582;Teyonah Parris;nm6124994;Park Seo-joon;1;undirected
nm3500582;Teyonah Parris;nm2801210;Zenobia Shroff;1;undirected
nm3500582;Teyonah Parris;nm1018245;Mohan Kapur;1;undirected
nm3500582;Teyonah Parris;nm5248294;Saagar Shaikh;1;undirected
nm11940123;Iman Vellani;nm0000168;Samuel L. Jackson;1;undirected
nm11940123;Iman Vellani;nm1534698;Zawe Ashton;1;undirected
nm11940123;Iman Vellani;nm0507207;Gary Lewis;1;undirected
nm11940123;Iman Vellani;nm6124994;Park Seo-joon;1;undirected
nm11940123;Iman Vellani;nm2801210;Zenobia Shroff;1;undirected
nm11940123;Iman Vellani;nm1018245;Mohan Kapur;1;undirected
nm11940123;Iman Vellani;nm5248294;Saagar Shaikh;1;undirected
nm0000168;Samuel L. Jackson;nm1534698;Zawe Ashton;1;undirected
nm0000168;Samuel L. Jackson;nm0507207;Gary Lewis;1;undirected
nm0000168;Samuel L. Jackson;nm6124994;Park Seo-joon;1;undirected
nm0000168;Samuel L. Jackson;nm2801210;Zenobia Shroff;1;undirected
nm0000168;Samuel L. Jackson;nm1018245;Mohan Kapur;1;undirected
nm0000168;Samuel L. Jackson;nm5248294;Saagar Shaikh;1;undirected
nm1534698;Zawe Ashton;nm0507207;Gary Lewis;1;undirected
nm1534698;Zawe Ashton;nm6124994;Park Seo-joon;1;undirected
nm1534698;Zawe Ashton;nm2801210;Zenobia Shroff;1;undirected
nm1534698;Zawe Ashton;nm1018245;Mohan Kapur;1;undirected
nm1534698;Zawe Ashton;nm5248294;Saagar Shaikh;1;undirected
nm0507207;Gary Lewis;nm6124994;Park Seo-joon;1;undirected
nm0507207;Gary Lewis;nm2801210;Zenobia Shroff;1;undirected
nm0507207;Gary Lewis;nm1018245;Mohan Kapur;1;undirected
nm0507207;Gary Lewis;nm5248294;Saagar Shaikh;1;undirected
nm6124994;Park Seo-joon;nm2801210;Zenobia Shroff;1;undirected
nm6124994;Park Seo-joon;nm1018245;Mohan Kapur;1;undirected
nm6124994;Park Seo-joon;nm5248294;Saagar Shaikh;1;undirected
nm2801210;Zenobia Shroff;nm1018245;Mohan Kapur;1;undirected
nm2801210;Zenobia Shroff;nm5248294;Saagar Shaikh;1;undirected
nm1018245;Mohan Kapur;nm5248294;Saagar Shaikh;1;undirected
nm4043618;Tom Holland;nm3918035;Zendaya;1;undirected
nm4043618;Tom Holland;nm1212722;Benedict Cumberbatch;1;undirected
nm4043618;Tom Holland;nm8188622;Jacob Batalon;1;undirected
nm4043618;Tom Holland;nm0269463;Jon Favreau;1;undirected
nm4043618;Tom Holland;nm0004937;Jamie Foxx;1;undirected
nm4043618;Tom Holland;nm0000353;Willem Dafoe;1;undirected
nm4043618;Tom Holland;nm0000547;Alfred Molina;1;undirected
nm4043618;Tom Holland;nm0938950;Benedict Wong;1;undirected
nm4043618;Tom Holland;nm1727825;Tony Revolori;1;undirected
nm3918035;Zendaya;nm1212722;Benedict Cumberbatch;1;undirected
nm3918035;Zendaya;nm8188622;Jacob Batalon;1;undirected
nm3918035;Zendaya;nm0269463;Jon Favreau;1;undirected
nm3918035;Zendaya;nm0004937;Jamie Foxx;1;undirected
nm3918035;Zendaya;nm0000353;Willem Dafoe;1;undirected
nm3918035;Zendaya;nm0000547;Alfred Molina;1;undirected
nm3918035;Zendaya;nm0938950;Benedict Wong;1;undirected
nm3918035;Zendaya;nm1727825;Tony Revolori;1;undirected
nm1212722;Benedict Cumberbatch;nm8188622;Jacob Batalon;1;undirected
nm1212722;Benedict Cumberbatch;nm0269463;Jon Favreau;1;undirected
nm1212722;Benedict Cumberbatch;nm0004937;Jamie Foxx;1;undirected
nm1212722;Benedict Cumberbatch;nm0000353;Willem Dafoe;1;undirected
nm1212722;Benedict Cumberbatch;nm0000547;Alfred Molina;1;undirected
nm1212722;Benedict Cumberbatch;nm0938950;Benedict Wong;1;undirected
nm1212722;Benedict Cumberbatch;nm1727825;Tony Revolori;1;undirected
nm8188622;Jacob Batalon;nm0269463;Jon Favreau;1;undirected
nm8188622;Jacob Batalon;nm0004937;Jamie Foxx;1;undirected
nm8188622;Jacob Batalon;nm0000353;Willem Dafoe;1;undirected
nm8188622;Jacob Batalon;nm0000547;Alfred Molina;1;undirected
nm8188622;Jacob Batalon;nm0938950;Benedict Wong;1;undirected
nm8188622;Jacob Batalon;nm1727825;Tony Revolori;1;undirected
nm0269463;Jon Favreau;nm0004937;Jamie Foxx;1;undirected
nm0269463;Jon Favreau;nm0000353;Willem Dafoe;1;undirected
nm0269463;Jon Favreau;nm0000547;Alfred Molina;1;undirected
nm0269463;Jon Favreau;nm0938950;Benedict Wong;1;undirected
nm0269463;Jon Favreau;nm1727825;Tony Revolori;1;undirected
nm0004937;Jamie Foxx;nm0000353;Willem Dafoe;1;undirected
nm0004937;Jamie Foxx;nm0000547;Alfred Molina;1;undirected
nm0004937;Jamie Foxx;nm0938950;Benedict Wong;1;undirected
nm0004937;Jamie Foxx;nm1727825;Tony Revolori;1;undirected
nm0000353;Willem Dafoe;nm0000547;Alfred Molina;1;undirected
nm0000353;Willem Dafoe;nm0938950;Benedict Wong;1;undirected
nm0000353;Willem Dafoe;nm1727825;Tony Revolori;1;undirected
nm0000547;Alfred Molina;nm0938950;Benedict Wong;1;undirected
nm0000547;Alfred Molina;nm1727825;Tony Revolori;1;undirected
nm0938950;Benedict Wong;nm1727825;Tony Revolori;1;undirected
nm0748620;Paul Rudd;nm1431940;Evangeline Lilly;1;undirected
nm0748620;Paul Rudd;nm0000140;Michael Douglas;1;undirected
nm0748620;Paul Rudd;nm0000201;Michelle Pfeiffer;1;undirected
nm0748620;Paul Rudd;nm3718007;Jonathan Majors;1;undirected
nm0748620;Paul Rudd;nm1105980;Kathryn Newton;1;undirected
nm0748620;Paul Rudd;nm1015684;Corey Stoll;1;undirected
nm0748620;Paul Rudd;nm6884042;Katy O'Brian;1;undirected
nm0748620;Paul Rudd;nm2860379;William Jackson Harper;1;undirected
nm1431940;Evangeline Lilly;nm0000140;Michael Douglas;1;undirected
nm1431940;Evangeline Lilly;nm0000201;Michelle Pfeiffer;1;undirected
nm1431940;Evangeline Lilly;nm3718007;Jonathan Majors;1;undirected
nm1431940;Evangeline Lilly;nm1105980;Kathryn Newton;1;undirected
nm1431940;Evangeline Lilly;nm1015684;Corey Stoll;1;undirected
nm1431940;Evangeline Lilly;nm0000195;Bill Murray;1;undirected
nm1431940;Evangeline Lilly;nm6884042;Katy O'Brian;1;undirected
nm1431940;Evangeline Lilly;nm2860379;William Jackson Harper;1;undirected
nm0000140;Michael Douglas;nm0000201;Michelle Pfeiffer;1;undirected
nm0000140;Michael Douglas;nm3718007;Jonathan Majors;1;undirected
nm0000140;Michael Douglas;nm1105980;Kathryn Newton;1;undirected
nm0000140;Michael Douglas;nm1015684;Corey Stoll;1;undirected
nm0000140;Michael Douglas;nm0000195;Bill Murray;1;undirected
nm0000140;Michael Douglas;nm6884042;Katy O'Brian;1;undirected
nm0000140;Michael Douglas;nm2860379;William Jackson Harper;1;undirected
nm0000201;Michelle Pfeiffer;nm3718007;Jonathan Majors;1;undirected
nm0000201;Michelle Pfeiffer;nm1105980;Kathryn Newton;1;undirected
nm0000201;Michelle Pfeiffer;nm1015684;Corey Stoll;1;undirected
nm0000201;Michelle Pfeiffer;nm0000195;Bill Murray;1;undirected
nm0000201;Michelle Pfeiffer;nm6884042;Katy O'Brian;1;undirected
nm0000201;Michelle Pfeiffer;nm2860379;William Jackson Harper;1;undirected
nm3718007;Jonathan Majors;nm1105980;Kathryn Newton;1;undirected
nm3718007;Jonathan Majors;nm1015684;Corey Stoll;1;undirected
nm3718007;Jonathan Majors;nm0000195;Bill Murray;1;undirected
nm3718007;Jonathan Majors;nm6884042;Katy O'Brian;1;undirected
nm3718007;Jonathan Majors;nm2860379;William Jackson Harper;1;undirected
nm1105980;Kathryn Newton;nm1015684;Corey Stoll;1;undirected
nm1105980;Kathryn Newton;nm0000195;Bill Murray;1;undirected
nm1105980;Kathryn Newton;nm6884042;Katy O'Brian;1;undirected
nm1105980;Kathryn Newton;nm2860379;William Jackson Harper;1;undirected
nm1015684;Corey Stoll;nm0000195;Bill Murray;1;undirected
nm1015684;Corey Stoll;nm6884042;Katy O'Brian;1;undirected
nm1015684;Corey Stoll;nm2860379;William Jackson Harper;1;undirected
nm0000195;Bill Murray;nm6884042;Katy O'Brian;1;undirected
nm0000195;Bill Murray;nm2860379;William Jackson Harper;1;undirected
nm6884042;Katy O'Brian;nm2860379;William Jackson Harper;1;undirected
nm1212722;Benedict Cumberbatch;nm0252230;Chiwetel Ejiofor;1;undirected
nm1212722;Benedict Cumberbatch;nm1046097;Rachel McAdams;1;undirected
nm1212722;Benedict Cumberbatch;nm0938950;Benedict Wong;1;undirected
nm1212722;Benedict Cumberbatch;nm0586568;Mads Mikkelsen;1;undirected
nm1212722;Benedict Cumberbatch;nm0842770;Tilda Swinton;1;undirected
nm1212722;Benedict Cumberbatch;nm0836121;Michael Stuhlbarg;1;undirected
nm1212722;Benedict Cumberbatch;nm0000973;Benjamin Bratt;1;undirected
nm1212722;Benedict Cumberbatch;nm0012078;Scott Adkins;1;undirected
nm1212722;Benedict Cumberbatch;nm2333360;Zara Phythian;1;undirected
nm0252230;Chiwetel Ejiofor;nm1046097;Rachel McAdams;1;undirected
nm0252230;Chiwetel Ejiofor;nm0938950;Benedict Wong;1;undirected
nm0252230;Chiwetel Ejiofor;nm0586568;Mads Mikkelsen;1;undirected
nm0252230;Chiwetel Ejiofor;nm0842770;Tilda Swinton;1;undirected
nm0252230;Chiwetel Ejiofor;nm0836121;Michael Stuhlbarg;1;undirected
nm0252230;Chiwetel Ejiofor;nm0000973;Benjamin Bratt;1;undirected
nm0252230;Chiwetel Ejiofor;nm0012078;Scott Adkins;1;undirected
nm0252230;Chiwetel Ejiofor;nm2333360;Zara Phythian;1;undirected
nm1046097;Rachel McAdams;nm0938950;Benedict Wong;1;undirected
nm1046097;Rachel McAdams;nm0586568;Mads Mikkelsen;1;undirected
nm1046097;Rachel McAdams;nm0842770;Tilda Swinton;1;undirected
nm1046097;Rachel McAdams;nm0836121;Michael Stuhlbarg;1;undirected
nm1046097;Rachel McAdams;nm0000973;Benjamin Bratt;1;undirected
nm1046097;Rachel McAdams;nm0012078;Scott Adkins;1;undirected
nm1046097;Rachel McAdams;nm2333360;Zara Phythian;1;undirected
nm0938950;Benedict Wong;nm0586568;Mads Mikkelsen;1;undirected
nm0938950;Benedict Wong;nm0842770;Tilda Swinton;1;undirected
nm0938950;Benedict Wong;nm0836121;Michael Stuhlbarg;1;undirected
nm0938950;Benedict Wong;nm0000973;Benjamin Bratt;1;undirected
nm0938950;Benedict Wong;nm0012078;Scott Adkins;1;undirected
nm0938950;Benedict Wong;nm2333360;Zara Phythian;1;undirected
nm0586568;Mads Mikkelsen;nm0842770;Tilda Swinton;1;undirected
nm0586568;Mads Mikkelsen;nm0836121;Michael Stuhlbarg;1;undirected
nm0586568;Mads Mikkelsen;nm0000973;Benjamin Bratt;1;undirected
nm0586568;Mads Mikkelsen;nm0012078;Scott Adkins;1;undirected
nm0586568;Mads Mikkelsen;nm2333360;Zara Phythian;1;undirected
nm0842770;Tilda Swinton;nm0836121;Michael Stuhlbarg;1;undirected
nm0842770;Tilda Swinton;nm0000973;Benjamin Bratt;1;undirected
nm0842770;Tilda Swinton;nm0012078;Scott Adkins;1;undirected
nm0842770;Tilda Swinton;nm2333360;Zara Phythian;1;undirected
nm0836121;Michael Stuhlbarg;nm0000973;Benjamin Bratt;1;undirected
nm0836121;Michael Stuhlbarg;nm0012078;Scott Adkins;1;undirected
nm0836121;Michael Stuhlbarg;nm2333360;Zara Phythian;1;undirected
nm0000973;Benjamin Bratt;nm0012078;Scott Adkins;1;undirected
nm0000973;Benjamin Bratt;nm2333360;Zara Phythian;1;undirected
nm0000375;Robert Downey Jr.;nm0000620;Mickey Rourke;1;undirected
nm0000375;Robert Downey Jr.;nm0000569;Gwyneth Paltrow;1;undirected
nm0000375;Robert Downey Jr.;nm0000332;Don Cheadle;1;undirected
nm0000375;Robert Downey Jr.;nm0005377;Sam Rockwell;1;undirected
nm0000375;Robert Downey Jr.;nm0000168;Samuel L. Jackson;1;undirected
nm0000375;Robert Downey Jr.;nm0163988;Clark Gregg;1;undirected
nm0000375;Robert Downey Jr.;nm0805476;John Slattery;1;undirected
nm0000375;Robert Downey Jr.;nm0788009;Garry Shandling;1;undirected
nm0000620;Mickey Rourke;nm0000569;Gwyneth Paltrow;1;undirected
nm0000620;Mickey Rourke;nm0000332;Don Cheadle;1;undirected
nm0000620;Mickey Rourke;nm0424060;Scarlett Johansson;1;undirected
nm0000620;Mickey Rourke;nm0005377;Sam Rockwell;1;undirected
nm0000620;Mickey Rourke;nm0000168;Samuel L. Jackson;1;undirected
nm0000620;Mickey Rourke;nm0163988;Clark Gregg;1;undirected
nm0000620;Mickey Rourke;nm0805476;John Slattery;1;undirected
nm0000620;Mickey Rourke;nm0788009;Garry Shandling;1;undirected
nm0000569;Gwyneth Paltrow;nm0000332;Don Cheadle;1;undirected
nm0000569;Gwyneth Paltrow;nm0424060;Scarlett Johansson;1;undirected
nm0000569;Gwyneth Paltrow;nm0005377;Sam Rockwell;1;undirected
nm0000569;Gwyneth Paltrow;nm0000168;Samuel L. Jackson;1;undirected
nm0000569;Gwyneth Paltrow;nm0163988;Clark Gregg;1;undirected
nm0000569;Gwyneth Paltrow;nm0805476;John Slattery;1;undirected
nm0000569;Gwyneth Paltrow;nm0788009;Garry Shandling;1;undirected
nm0000332;Don Cheadle;nm0424060;Scarlett Johansson;1;undirected
nm0000332;Don Cheadle;nm0005377;Sam Rockwell;1;undirected
nm0000332;Don Cheadle;nm0000168;Samuel L. Jackson;1;undirected
nm0000332;Don Cheadle;nm0163988;Clark Gregg;1;undirected
nm0000332;Don Cheadle;nm0805476;John Slattery;1;undirected
nm0000332;Don Cheadle;nm0788009;Garry Shandling;1;undirected
nm0424060;Scarlett Johansson;nm0000168;Samuel L. Jackson;1;undirected
nm0424060;Scarlett Johansson;nm0163988;Clark Gregg;1;undirected
nm0424060;Scarlett Johansson;nm0805476;John Slattery;1;undirected
nm0005377;Sam Rockwell;nm0000168;Samuel L. Jackson;1;undirected
nm0005377;Sam Rockwell;nm0163988;Clark Gregg;1;undirected
nm0005377;Sam Rockwell;nm0805476;John Slattery;1;undirected
nm0005377;Sam Rockwell;nm0788009;Garry Shandling;1;undirected
nm0000168;Samuel L. Jackson;nm0163988;Clark Gregg;1;undirected
nm0000168;Samuel L. Jackson;nm0805476;John Slattery;1;undirected
nm0000168;Samuel L. Jackson;nm0788009;Garry Shandling;1;undirected
nm0163988;Clark Gregg;nm0805476;John Slattery;1;undirected
nm0163988;Clark Gregg;nm0788009;Garry Shandling;1;undirected
nm0805476;John Slattery;nm0788009;Garry Shandling;1;undirected
nm1569276;Chadwick Boseman;nm0430107;Michael B. Jordan;1;undirected
nm1569276;Chadwick Boseman;nm2143282;Lupita Nyong'o;1;undirected
nm1569276;Chadwick Boseman;nm1775091;Danai Gurira;1;undirected
nm1569276;Chadwick Boseman;nm0293509;Martin Freeman;1;undirected
nm1569276;Chadwick Boseman;nm2257207;Daniel Kaluuya;1;undirected
nm1569276;Chadwick Boseman;nm4004793;Letitia Wright;1;undirected
nm1569276;Chadwick Boseman;nm6328300;Winston Duke;1;undirected
nm1569276;Chadwick Boseman;nm0000291;Angela Bassett;1;undirected
nm0430107;Michael B. Jordan;nm2143282;Lupita Nyong'o;1;undirected
nm0430107;Michael B. Jordan;nm1775091;Danai Gurira;1;undirected
nm0430107;Michael B. Jordan;nm0293509;Martin Freeman;1;undirected
nm0430107;Michael B. Jordan;nm2257207;Daniel Kaluuya;1;undirected
nm0430107;Michael B. Jordan;nm4004793;Letitia Wright;1;undirected
nm0430107;Michael B. Jordan;nm6328300;Winston Duke;1;undirected
nm0430107;Michael B. Jordan;nm1250791;Sterling K. Brown;1;undirected
nm0430107;Michael B. Jordan;nm0000291;Angela Bassett;1;undirected
nm2143282;Lupita Nyong'o;nm1775091;Danai Gurira;1;undirected
nm2143282;Lupita Nyong'o;nm0293509;Martin Freeman;1;undirected
nm2143282;Lupita Nyong'o;nm2257207;Daniel Kaluuya;1;undirected
nm2143282;Lupita Nyong'o;nm4004793;Letitia Wright;1;undirected
nm2143282;Lupita Nyong'o;nm1250791;Sterling K. Brown;1;undirected
nm2143282;Lupita Nyong'o;nm0000291;Angela Bassett;1;undirected
nm1775091;Danai Gurira;nm0293509;Martin Freeman;1;undirected
nm1775091;Danai Gurira;nm2257207;Daniel Kaluuya;1;undirected
nm1775091;Danai Gurira;nm4004793;Letitia Wright;1;undirected
nm1775091;Danai Gurira;nm6328300;Winston Duke;1;undirected
nm1775091;Danai Gurira;nm1250791;Sterling K. Brown;1;undirected
nm1775091;Danai Gurira;nm0000291;Angela Bassett;1;undirected
nm0293509;Martin Freeman;nm2257207;Daniel Kaluuya;1;undirected
nm0293509;Martin Freeman;nm4004793;Letitia Wright;1;undirected
nm0293509;Martin Freeman;nm6328300;Winston Duke;1;undirected
nm0293509;Martin Freeman;nm1250791;Sterling K. Brown;1;undirected
nm0293509;Martin Freeman;nm0000291;Angela Bassett;1;undirected
nm2257207;Daniel Kaluuya;nm4004793;Letitia Wright;1;undirected
nm2257207;Daniel Kaluuya;nm6328300;Winston Duke;1;undirected
nm2257207;Daniel Kaluuya;nm1250791;Sterling K. Brown;1;undirected
nm2257207;Daniel Kaluuya;nm0000291;Angela Bassett;1;undirected
